Academic Success - Math I Support Elective Credits)
3D Computer Animation 1-2PZ
"Aerobics/Weights (Yoga, Walking, Meditation)"
AP Art History 1-2°W
AP Biology
AP Calculus BC 1-2PW
AP Chemistry (lab)
AP Chinese Language 1-2PW
AP Computer Science Principles 1-2°2V (Scino Crod (Hybrid
AP Environmental Science 1-2PW (lab)
AP Human Geography 1-2FV
AP Music Theory 1-2 ™W
AP Physics
AP Pre-Calculus with AP Calculus
AP Psychology 1-2EW
AP Spanish
AP Stats
AP Studio Art
AP Studio Art 2D Design: Photography
AP Studio Art 3D Design: Ceramics
ASB
AVID (English 1-2)
Biology of the Living Earth 1-2° (lab)
Broadcast Journalism 3-4°Z
Broadcast Journalism Advanced 1-2*Z
Broadcast Journalism/TV Production 1-2ECZ
Business & Finance Pathway
Business Principles and Strategies 1-2ECZ
Ceramics 1-2°
Ceramics 3-4°
"Chemistry in the Earth System 1-2"" (lab)"
Chinese 1-2°
Chinese 3-4°
Chinese 5-6°
Chinese 7-8°
Concert Choir 1-2°
Court Sports 1-2
Data Structures 1-2E6Z
Design and Mixed Media 1-2° (Sculpture & Design)
Design and Mixed Media 3-4° (Sculpture & Design)
Digital Media Production 3-4°CZ
Digital Media Production AdvancedPZ
Digital Photography 1-2°CZ
Digital Photography 3-4°Z
Drama 1-2PZ
Drama 3-4PZ
Drama 5-6PZ
Drawing & Painting 1-2°
Drawing & Painting 3-4P
Economics of Business Ownership 1-2*z
ENS 3-4
Ethnic Studies 1-2€
Filipino 1-2°
Filipino 3-4°
Filipino 5-6°
Filipino 7-8°
Film Studies 1-2€
French 1-2°
French 3-4°
French 5-6°
Graphic Design 1-2°Z
Graphic Design 3-4PZ
Graphic Design 5-6°2
Honors Civil Engineering and Architecture 1-2 (PLTW)
Honors Computer Integrated Manufacturing 1-2 (PLTW)
Honors Cybersecurity 1-2 (PLTWAZY
Honors Digital Electronics 1-2
Honors Filipino 7-8°
Honors French 7-8°
Honors Human Body Systems 1-2 (PLTW)*2W (lab)
Honors Introduction to Engineering Design 1-2 (PLTW)AC
Honors Medical Interventions 1-2 (PLTWJPCZW (lab)
Honors Principles of Biomedical Science 1-2 (PLTWAZ (lab)
Honors Principles of Engineering 1-2 (PLTW)
Integrated Math l
Integrated Math lI
Introduction to Data Science 1-2°
Introduction to Finance 1-2ECZ
Journalism 2 (Newspaper/Nexus)
Marching band with Concert band
Marching PE with Tall Flags (Colorguard)
Marine Science 1-2° (lab)
Marketing Economics 1-2*2
NJROTC (5 PE & 5 Elective Credits)
Orchestra 1-2
Physics of the Universe 1-2° (lab)
Pre-Calculus 1-2°
Production & Managerial Arts Pathway Digital Media Production 1-2°Z
Psychology 1-2€
Racquet Sports 1-2
Sociolay/Law in Action®
Spanish 1-2°
Spanish 3-4°
Spanish 5-6°
Spanish 7-8°
Spanish 9-10°
Studio Art 1-2: Graphic Design®Z
Team Athletics Weights'
Technical Production for Theater 1-2°Z
Technical Production for Theater 3-4°Z
Unified PE 1-2
Weight Training
Writing Seminar 1-2€
Yearbook 1-2
